SPDR Gold Shares (New York Stock Exchange Arca),
"The "SPDR" trademark is used under license from The McGraw-Hill Companies, Inc. ("McGraw-Hill"). No financial product offered by SPDR" Gold Trust, or its affiliates is sponsored, endorsed, sold or promoted by McGraw-Hill."
"Note: This document is for information purposes only and is subject to change without notice. No part of this document may be reproduced in any manner without the written permission of SPDR Gold Shares spdrgoldshares@ssga.com. Under no circumstances should it be used or considered as an offer to sell or a solicitation of any offer to buy the securities or other instruments mentioned in it"
"Note: SPDR Gold Shares does not represent that this information is accurate or complete and it should not be relied upon as such. SPDR Gold Shares is not responsible for any loss, damage, expense or claim, howsoever arising, suffered as a result of reliance on the data contained within this file."
"Note: On dates where the LBMA Gold Price is not published the most recently available LBMA Gold Price is used."
"*Note:  Since March 20, 2015, the Trust has been using the LBMA Gold Price PM as the price of gold in determining the value of the Trust's gold.  Before that date, the Trust used the London PM Fix, which was discontinued on March 19, 2015. All references to LBMA gold price have been provided for informational purposes only. ICE benchmark administration limited accepts no liability or responsibility for the accuracy of the prices or the underlying product to which the prices may be referenced."
Date, GLD Close, LBMA Gold Price, NAV per GLD in Gold, NAV/share at 10.30 a.m. NYT, Indicative Price of GLD at 4.15 p.m. NYT, Mid point of bid/ask spread at 4.15 p.m. NYT#, Premium/Discount of GLD mid point v Indicative Value of GLD at 4.15 p.m. NYT, Daily Share Volume, Total Net Asset Value Ounces in the Trust as at 4.15 p.m. NYT, Total Net Asset Value Tonnes in the Trust as at 4.15 p.m. NYT, Total Net Asset Value in the Trust
06-Aug-2020, 193.89, $2067.15, 93.941710, 194.19160783, 193.811, $193.83, 0.0097%, 20381573, 40766175.49, 1267.96, 84240319476.20
07-Aug-2020, 190.81, $2031.15, 93.940100, 190.80643739, 190.774, $190.77, -0.0019%, 23879494, 40578295.29, 1262.12, 82390219670.40
10-Aug-2020, 190.15, $2044.50, 93.937260, 192.05473067, 190.218, $190.16, -0.0306%, 17115311, 40578295.29, 1262.12, 82929232702.89
11-Aug-2020, 179.94, $1939.65, 93.934210, 182.19948729, 180.032, $179.97, -0.0347%, 44377216, 40443694.79, 1257.93, 78436879272.91
12-Aug-2020, 179.10, $1931.90, 93.933140, 181.46942353, 179.337, $179.15, -0.1044%, 27721064, 40208861.94, 1250.63, 77668913247.29
13-Aug-2020, 183.33, $1944.25, 93.932190, 182.62765987, 183.299, $183.36, 0.0331%, 17913954, 40255828.03, 1252.09, 78255952254.76
14-Aug-2020, 182.54, $1944.75, 93.931170, 182.67263639, 182.565, $182.55, -0.0080%, 11214250, 40133717.51, 1248.29, 78037750256.78
17-Aug-2020, 186.50, $1972.85, 93.928330, 185.30650002, 186.448, $186.44, -0.0041%, 14524520, 40265217.18, 1252.38, 79422365915.06
18-Aug-2020, 188.18, $2008.75, 93.927610, 188.67709615, 188.170, $188.22, 0.0266%, 15853088, 40265217.18, 1252.38, 80867003409.59
19-Aug-2020, 182.24, $1981.00, 93.926330, 186.06806358, 182.320, $182.25, -0.0386%, 11214250, 40265217.18, 1252.38, 79748772052.18
20-Aug-2020, 183.50, $1927.15, 93.924760, 181.00709807, 183.351, $183.43, 0.0433%, 15352607, 40265217.18, 1252.38, 77579642233.10
21-Aug-2020, 182.03, $1924.35, 93.923700, 180.74207418, 182.071, $182.05, -0.0116%, 12554837, 40265217.18, 1252.38, 77466052992.22
24-Aug-2020, 181.00, $1943.95, 93.920870, 182.57746799, 180.934, $180.99, 0.0310%, 14164726, 40265217.18, 1252.38, 78252702780.90
25-Aug-2020, 181.22, $1911.15, 93.919410, 179.49408043, 181.119, $181.21, 0.0503%, 14164726, 40152513.88, 1248.87, 76715769974.14
26-Aug-2020, 183.36, $1932.95, 93.918680, 181.54011883, 183.254, $183.40, 0.0796%, 14062021, 40255824.43, 1252.09, 77789940910.43
27-Aug-2020, 181.24, $1923.85, 93.917530, 180.68323629, 181.266, $181.26, -0.0031%, 14042532, 40237040.93, 1251.50, 77386630100.39
28-Aug-2020, 184.39, $1957.35, 93.916990, 183.82841579, 184.500, $184.41, -0.0487%, 14092373, 40237040.93, 1251.50, 78733710484.26
31-Aug-2020, 184.83, $1957.35, 93.913910, 183.82238870, 184.949, $184.84, -0.0591%, 14169932, 40237040.93, 1251.50, 78731129079.34
01-Sep-2020, 185.05, $1972.35, 93.913130, 185.22955323, 185.061, $185.02, -0.0219%, 14169932, 40208866.99, 1250.63, 79278248778.90
02-Sep-2020, 182.62, $1947.05, 93.911670, 182.85072227, 182.517, $182.60, 0.0453%, 0, 40190084.65, 1250.04, 78223538989.65
03-Sep-2020, 181.14, $1940.45, 93.910530, 182.22868730, 181.294, $181.17, -0.0686%, 0, 40190084.65, 1250.04, 77957432727.83
04-Sep-2020, 181.64, $1926.30, 93.909240, 180.89737553, 181.719, $181.70, -0.0105%, 0, 40190084.65, 1250.04, 77387897251.41
07-Sep-2020, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
08-Sep-2020, 181.29, $1910.95, 93.904820, 179.44741054, 181.466, $181.27, -0.1082%, 0, 40190084.65, 1250.04, 76767602227.92
09-Sep-2020, 183.05, $1947.20, 93.904560, 182.85095345, 182.964, $183.00, 0.0199%, 0, 40283989.21, 1252.96, 78406488843.30
10-Sep-2020, 182.46, $1966.25, 93.903930, 184.63860436, 182.474, $182.43, -0.0242%, 0, 40283989.21, 1252.96, 79173033549.28
11-Sep-2020, 182.45, $1947.40, 93.902500, 182.86572615, 182.387, $182.39, 0.0017%, 7211468, 40124354.96, 1248.00, 78101951634.07
14-Sep-2020, 183.89, $1958.70, 93.899680, 183.92130929, 183.874, $183.84, -0.0187%, 8036607, 40124354.96, 1248.00, 78552791198.16
15-Sep-2020, 183.45, $1949.35, 93.898430, 183.04091332, 183.344, $183.46, 0.0632%, 7952977, 40110584.90, 1247.57, 78176774078.96
16-Sep-2020, 183.97, $1961.80, 93.897510, 184.20812693, 183.842, $183.91, 0.0370%, 12282792, 40110584.90, 1247.57, 78675291012.28
17-Sep-2020, 182.96, $1936.25, 93.896260, 181.80664231, 182.933, $182.98, 0.0255%, 7952977, 40091805.65, 1246.98, 77613255602.51
18-Sep-2020, 183.20, $1950.85, 93.895370, 183.17578200, 183.166, $183.17, 0.0020%, 7952977, 40091805.65, 1246.98, 78197741335.47
21-Sep-2020, 179.52, $1909.35, 93.891850, 179.27240358, 179.493, $179.46, -0.0184%, 17318048, 41115242.30, 1278.82, 78485458288.28
22-Sep-2020, 178.65, $1906.00, 93.890790, 178.95583821, 178.604, $178.61, 0.0035%, 7374745, 41096464.14, 1278.23, 78311074798.17
23-Sep-2020, 174.79, $1873.40, 93.889370, 175.89234198, 174.754, $174.82, 0.0375%, 17144213, 40739684.53, 1267.14, 76302097936.61
24-Sep-2020, 175.44, $1861.75, 93.888190, 174.79633909, 175.515, $175.43, -0.0482%, 10862647, 40739684.53, 1267.14, 75826651896.15
25-Sep-2020, 174.94, $1859.70, 93.887140, 174.60190814, 174.963, $174.93, -0.0191%, 6408637, 40730295.82, 1266.84, 75724847557.60
28-Sep-2020, 176.70, $1864.30, 93.884130, 175.02818104, 176.634, $176.66, 0.0149%, 6999677, 40796014.71, 1268.89, 76032241844.47
29-Sep-2020, 178.19, $1883.95, 93.883410, 176.87164783, 178.092, $178.21, 0.0662%, 8425378, 40796014.71, 1268.89, 76833043818.97
30-Sep-2020, 177.12, $1886.90, 93.882430, 177.14675654, 177.123, $177.13, 0.0038%, 8283285, 40796014.71, 1268.89, 76952551041.69
01-Oct-2020, 178.70, $1902.00, 93.881650, 178.56289318, 178.793, $178.72, -0.0408%, 10285755, 41030718.84, 1276.19, 78014128043.04
02-Oct-2020, 178.54, $1903.05, 93.880640, 178.65954424, 178.615, $178.52, -0.0534%, 7295388, 41011942.71, 1275.60, 78020622965.94
05-Oct-2020, 179.41, $1909.60, 93.877670, 179.26879600, 179.499, $179.38, -0.0662%, 6646944, 41011942.71, 1275.60, 78286683213.35
06-Oct-2020, 177.30, $1913.40, 93.876710, 179.62369808, 177.324, $177.21, -0.0641%, 8403772, 40880515.31, 1271.52, 78190195775.81
07-Oct-2020, 177.22, $1884.50, 93.875120, 176.90766127, 177.161, $177.18, 0.0107%, 6347470, 40880515.31, 1271.52, 77007904951.73
08-Oct-2020, 177.85, $1887.45, 93.874150, 177.18276414, 177.807, $177.85, 0.0242%, 6507753, 40880515.31, 1271.52, 77127657228.05
09-Oct-2020, 181.08, $1923.25, 93.873850, 180.54288629, 181.045, $181.10, 0.0303%, 12696190, 40880515.31, 1271.52, 78590318403.09
12-Oct-2020, 180.56, $1925.50, 93.870810, 180.74825360, 180.542, $180.59, 0.0267%, 4823388, 41077644.02, 1277.65, 79059286105.33
13-Oct-2020, 177.72, $1891.30, 93.869020, 177.53447570, 177.769, $177.70, -0.0389%, 8017337, 41077644.02, 1277.65, 77653579672.56
14-Oct-2020, 178.27, $1910.05, 93.868420, 179.29338377, 178.627, $178.25, -0.2110%, 8878034, 41087030.86, 1277.94, 78440855396.66
15-Oct-2020, 178.92, $1891.90, 93.866970, 177.58691276, 178.967, $178.96, -0.0038%, 6819489, 41026645.75, 1276.06, 77605480872.89
16-Oct-2020, 178.30, $1905.05, 93.866040, 178.81950774, 178.242, $178.26, 0.0100%, 8878034, 40914006.51, 1272.56, 77929541481.81
19-Oct-2020, 178.39, $1905.60, 93.862960, 178.86526365, 178.452, $178.41, -0.0237%, 6028825, 40923392.80, 1272.85, 77967368425.39
20-Oct-2020, 179.25, $1898.40, 93.861860, 178.18735671, 179.220, $179.24, 0.0113%, 7097469, 40829530.94, 1269.93, 77493681434.30
21-Oct-2020, 180.60, $1924.15, 93.861110, 180.60285373, 180.636, $180.64, 0.0024%, 7246289, 40810758.72, 1269.35, 78508060517.52
22-Oct-2020, 178.83, $1900.95, 93.859820, 178.42282247, 178.784, $178.84, 0.0312%, 8306791, 40688740.95, 1265.55, 77328451256.63
23-Oct-2020, 178.64, $1903.65, 93.858820, 178.67434753, 178.674, $178.68, 0.0032%, 8306791, 40632425.66, 1263.80, 77330257612.56
26-Oct-2020, 178.55, $1898.45, 93.855670, 178.18028877, 178.513, $178.53, 0.0093%, 5080707, 40632425.66, 1263.80, 77116428977.83
27-Oct-2020, 179.02, $1905.70, 93.854740, 178.85897811, 179.051, $179.05, -0.0008%, 5769947, 40726280.40, 1266.72, 77589024702.02
28-Oct-2020, 176.13, $1869.95, 93.853180, 175.50075114, 176.181, $176.14, -0.0234%, 10668399, 40454106.18, 1258.25, 75623273656.32
29-Oct-2020, 175.40, $1870.30, 93.852160, 175.53168645, 175.283, $175.43, 0.0839%, 8389510, 40454106.18, 1258.25, 75636603690.11
30-Oct-2020, 176.20, $1881.85, 93.851320, 176.61409747, 176.337, $176.22, -0.0665%, 7204073, 40435335.92, 1257.67, 76067691780.40
02-Nov-2020, 177.91, $1889.90, 93.848370, 177.36403956, 177.894, $177.90, 0.0032%, 6444271, 40379026.89, 1255.92, 76284273418.46
03-Nov-2020, 178.92, $1908.30, 93.847680, 179.08952192, 178.855, $178.91, 0.0308%, 7065903, 40379026.89, 1255.92, 77026403379.09
04-Nov-2020, 178.82, $1900.15, 93.846500, 178.32242221, 178.804, $178.80, -0.0022%, 10972524, 40266411.09, 1252.42, 76482486879.02
05-Nov-2020, 182.93, $1938.45, 93.846190, 181.91614679, 182.963, $182.96, -0.0014%, 16015791, 40266411.09, 1252.42, 78023835358.82
06-Nov-2020, 183.19, $1940.80, 93.845210, 182.13477578, 183.176, $183.22, 0.0238%, 10221751, 40519793.16, 1260.30, 78609369247.80
09-Nov-2020, 175.08, $1867.30, 93.840560, 175.22848169, 175.045, $175.05, 0.0026%, 29704631, 40181967.15, 1249.79, 74997790179.36
10-Nov-2020, 175.66, $1878.70, 93.839790, 176.29681704, 175.846, $175.71, -0.0776%, 11231867, 40181967.15, 1249.79, 75455037691.22
11-Nov-2020, 174.90, $1860.95, 93.838350, 174.62847824, 174.905, $174.88, -0.0145%, 8959201, 39891068.26, 1240.74, 74199640406.06
12-Nov-2020, 175.96, $1874.85, 93.837660, 175.93152985, 176.021, $175.98, -0.0231%, 6996354, 39853533.20, 1239.57, 74682934416.82
13-Nov-2020, 177.16, $1890.90, 93.837020, 177.43641501, 177.150, $177.18, 0.0168%, 6435946, 39684626.56, 1234.32, 75002372613.63
16-Nov-2020, 177.15, $1885.60, 93.833790, 176.93300353, 177.083, $177.10, 0.0095%, 6435946, 39684626.56, 1234.32, 74789580593.44
17-Nov-2020, 176.50, $1889.05, 93.832860, 177.25496008, 176.561, $176.48, -0.0457%, 7925758, 39426696.17, 1226.30, 74464808721.66
18-Nov-2020, 175.49, $1876.10, 93.831710, 176.03766377, 175.512, $175.49, -0.0127%, 7355990, 39192116.90, 1219.00, 73513328371.03
19-Nov-2020, 175.16, $1857.35, 93.830480, 174.27605030, 175.153, $175.16, 0.0038%, 6671978, 39135818.61, 1217.25, 72673112981.62
20-Nov-2020, 175.69, $1875.70, 93.829660, 175.99628529, 175.752, $175.72, -0.0184%, 6287843, 39229648.27, 1220.17, 73566447258.66
23-Nov-2020, 172.23, $1840.20, 93.826120, 172.65883113, 172.284, $172.25, -0.0195%, 15336666, 39004465.58, 1213.16, 71757010228.12
24-Nov-2020, 169.59, $1799.60, 93.824530, 168.84663114, 169.607, $169.56, -0.0275%, 18773673, 38572872.75, 1199.74, 69395965430.30
25-Nov-2020, 169.51, $1810.20, 93.823660, 169.83959342, 169.502, $169.50, -0.0011%, 10157020, 38413372.52, 1194.78, 69515345595.01
26-Nov-2020, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
27-Nov-2020, 167.79, $1779.30, 93.821110, 166.93589776, 167.841, $167.76, -0.0484%, 10306399, 38413372.52, 1194.78, 68326862955.01
30-Nov-2020, 166.67, $1762.55, 93.817720, 165.35841602, 166.662, $166.65, -0.0075%, 13040156, 38413372.52, 1194.78, 67681199678.47
01-Dec-2020, 170.18, $1810.75, 93.817580, 169.88019114, 170.232, $170.21, -0.0129%, 13275253, 38300791.43, 1191.28, 69328106012.04
02-Dec-2020, 171.46, $1822.60, 93.816780, 170.99045738, 171.572, $171.49, -0.0479%, 8848865, 38300791.43, 1191.28, 69781205656.53
03-Dec-2020, 172.81, $1832.35, 93.815930, 171.90362547, 172.793, $172.82, 0.0156%, 10228075, 38253883.46, 1189.82, 70067918465.32
04-Dec-2020, 172.32, $1843.00, 93.815110, 172.90125121, 172.282, $172.29, 0.0046%, 9996688, 38024929.08, 1182.70, 70076877122.12
07-Dec-2020, 174.89, $1859.95, 93.812080, 174.48578518, 174.833, $174.85, 0.0098%, 10455390, 37931117.00, 1179.78, 70544602956.46
08-Dec-2020, 175.50, $1868.15, 93.811090, 175.25318233, 175.446, $175.47, 0.0140%, 5917243, 37931117.00, 1179.78, 70854861615.71
09-Dec-2020, 172.50, $1841.75, 93.809940, 172.77446107, 172.449, $172.45, 0.0006%, 10678794, 37931117.00, 1179.78, 69852714609.39
10-Dec-2020, 172.17, $1844.35, 93.808930, 173.01649499, 172.205, $172.20, -0.0029%, 6529720, 37931117.00, 1179.78, 69950568923.62
11-Dec-2020, 172.49, $1842.00, 93.807890, 172.79412613, 172.550, $172.52, -0.0175%, 6048539, 37809166.74, 1175.99, 69636032820.57
14-Dec-2020, 171.54, $1831.15, 93.804720, 171.77051732, 171.550, $171.49, -0.0350%, 7472284, 37659079.19, 1171.32, 68948685657.56
15-Dec-2020, 173.94, $1850.65, 93.803850, 173.59809181, 173.969, $173.96, -0.0050%, 6785987, 37621557.65, 1170.15, 69612834814.00
16-Dec-2020, 174.90, $1851.95, 93.802830, 173.71815317, 174.839, $174.88, 0.0234%, 8098678, 37621557.65, 1170.15, 69660979722.59
17-Dec-2020, 176.74, $1890.75, 93.802140, 177.35640088, 176.704, $176.77, 0.0371%, 8875343, 37546515.94, 1167.82, 70978031637.49
18-Dec-2020, 176.44, $1879.75, 93.801010, 176.32245539, 176.430, $176.46, 0.0168%, 6477113, 37546515.94, 1167.82, 70564246646.92
21-Dec-2020, 175.88, $1880.00, 93.797930, 176.34011314, 175.979, $175.91, -0.0392%, 7667180, 37612174.49, 1169.86, 70694751353.94
22-Dec-2020, 174.49, $1877.10, 93.796870, 176.06610752, 174.443, $174.61, 0.0955%, 9166903, 37537136.99, 1167.53, 70444049622.54
23-Dec-2020, 175.65, $1875.00, 93.795820, 175.86715948, 175.605, $175.68, 0.0430%, 6494533, 37537136.99, 1167.53, 70364450509.16
24-Dec-2020, 176.35, $1875.00, 93.794760, 175.63537719, 176.057, $176.33, 0.1548%, 3429273, 37537136.99, 1167.53, 70271714414.12
25-Dec-2020, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
28-Dec-2020, 175.71, $1875.00, 93.790650, 175.62767823, 175.584, $175.72, 0.0777%, 7730071, 37612169.51, 1169.86, 70409136206.20
29-Dec-2020, 176.35, $1874.30, 93.789650, 175.78993558, 176.203, $176.31, 0.0609%, 5760324, 37612169.51, 1169.86, 70474185174.56
30-Dec-2020, 177.70, $1887.60, 93.788830, 177.03579253, 177.542, $177.66, 0.0663%, 5557137, 37612169.51, 1169.86, 70973649227.12
31-Dec-2020, 178.36, $1887.60, 93.787860, 177.36221647, 178.197, $178.35, 0.0859%, 7498356, 37640305.87, 1170.74, 71157721250.97
01-Jan-2021, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
04-Jan-2021, 182.33, $1943.20, 93.784670, 182.24237414, 182.280, $182.30, 0.0110%, 14203172, 38193635.42, 1187.95, 74190870491.80
05-Jan-2021, 182.87, $1940.35, 93.783590, 181.97299625, 182.723, $182.86, 0.0748%, 12063956, 38156121.99, 1186.78, 74008417577.59
06-Jan-2021, 179.90, $1931.95, 93.782410, 181.18293242, 179.983, $179.93, -0.0292%, 18199770, 38156121.99, 1186.78, 73687098614.21
07-Jan-2021, 179.48, $1920.10, 93.781160, 180.06920579, 179.460, $179.48, 0.0114%, 6999844, 38006072.13, 1182.11, 72946035265.40
08-Jan-2021, 173.34, $1862.90, 93.778970, 174.70084511, 173.299, $173.29, -0.0051%, 24053613, 38006072.13, 1182.11, 70771312355.06
11-Jan-2021, 173.00, $1847.25, 93.775530, 173.22685051, 173.035, $173.03, -0.0027%, 8124463, 37993155.00, 1181.71, 70174197141.97
12-Jan-2021, 174.12, $1841.25, 93.774470, 172.66223569, 174.031, $174.06, 0.0165%, 9686089, 37993155.00, 1181.71, 69945471677.89
13-Jan-2021, 173.37, $1858.85, 93.773560, 174.31097841, 173.162, $173.35, 0.1084%, 14004670, 37655570.18, 1171.21, 69985857816.86
14-Jan-2021, 173.28, $1841.75, 93.772400, 172.70532417, 173.245, $173.23, -0.0084%, 13409398, 37327366.78, 1161.00, 68736719043.10
15-Jan-2021, 171.13, $1839.00, 93.771350, 172.44551917, 171.231, $171.16, -0.0416%, 15080283, 37861863.47, 1177.63, 69616262052.39
18-Jan-2021, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
19-Jan-2021, 172.58, $1834.70, 93.767210, 172.03470070, 172.541, $172.55, 0.0052%, 7280122, 37749342.82, 1174.13, 69243967030.84
20-Jan-2021, 175.39, $1856.60, 93.766420, 174.08673228, 175.315, $175.37, 0.0313%, 8827826, 37749342.82, 1174.13, 70069910730.88
21-Jan-2021, 175.28, $1862.10, 93.765450, 174.60065081, 175.398, $175.24, -0.0899%, 6798879, 37749342.82, 1174.13, 70276761951.74
22-Jan-2021, 173.90, $1852.70, 93.764320, 173.71714748, 173.830, $173.87, 0.0232%, 6860401, 37721213.53, 1173.25, 69869036714.99
25-Jan-2021, 174.05, $1856.85, 93.761290, 174.10064892, 174.012, $174.02, 0.0048%, 5277406, 37721213.53, 1173.25, 70023280996.76
26-Jan-2021, 173.62, $1856.60, 93.760260, 174.07529443, 173.550, $173.59, 0.0229%, 4608500, 37693085.45, 1172.38, 69960860828.77
27-Jan-2021, 172.52, $1843.00, 93.759030, 172.79789448, 172.667, $172.56, -0.0618%, 8794855, 37589950.52, 1169.17, 69257396108.69
28-Jan-2021, 172.68, $1853.70, 93.758170, 173.79951394, 172.707, $172.71, 0.0016%, 9333549, 37449313.26, 1164.79, 69398145906.71
29-Jan-2021, 172.61, $1863.80, 93.757300, 174.74485174, 172.874, $172.65, -0.1298%, 10954437, 37299301.58, 1160.13, 69496027528.82
01-Feb-2021, 174.23, $1862.95, 93.754200, 174.65938822, 174.284, $174.26, -0.0140%, 9071730, 37214922.80, 1157.50, 69304845246.09
02-Feb-2021, 172.11, $1833.10, 93.752630, 171.85794473, 172.153, $172.14, -0.0077%, 7155880, 37214922.80, 1157.50, 68193232469.30
03-Feb-2021, 171.85, $1835.45, 93.751650, 172.07645982, 171.917, $171.81, -0.0623%, 4464551, 37214922.80, 1157.50, 68279939256.45
04-Feb-2021, 168.15, $1785.90, 93.749620, 167.42744901, 168.220, $168.13, -0.0533%, 13548055, 37289922.50, 1159.84, 66569153723.78
05-Feb-2021, 169.81, $1802.95, 93.748950, 169.02467407, 169.789, $169.79, 0.0008%, 6472258, 37182898.66, 1156.51, 67035185740.44
08-Feb-2021, 171.52, $1835.25, 93.746000, 172.04734325, 171.555, $171.50, -0.0322%, 6762748, 37051654.26, 1152.43, 67993110048.10
09-Feb-2021, 172.08, $1839.60, 93.744990, 172.45328403, 172.106, $172.11, 0.0021%, 5017729, 36920411.28, 1148.34, 67912103250.83
10-Feb-2021, 172.71, $1842.65, 93.743980, 172.73734136, 172.653, $172.74, 0.0504%, 6053389, 36864164.89, 1146.59, 67920322622.10
11-Feb-2021, 171.21, $1840.10, 93.742940, 172.49637767, 171.179, $171.21, 0.0179%, 5894769, 36723550.48, 1142.22, 67566831123.66
12-Feb-2021, 170.69, $1816.35, 93.741760, 170.26784759, 170.732, $170.73, -0.0011%, 5817209, 36723550.48, 1142.22, 66693915899.52
16-Feb-2021, 168.24, $1794.25, 93.737460, 168.18843611, 168.277, $168.27, -0.0045%, 14583911, 36545449.31, 1136.68, 65559852393.42
17-Feb-2021, 166.33, $1780.70, 93.736300, 166.91623529, 166.424, $166.33, -0.0566%, 11226752, 36423592.12, 1132.89, 64846957419.71
18-Feb-2021, 166.32, $1773.15, 93.735200, 166.20656798, 166.352, $166.32, -0.0192%, 7322499, 36423592.12, 1132.89, 64571251661.33
19-Feb-2021, 167.01, $1786.20, 93.734310, 167.42822831, 167.058, $167.00, -0.0347%, 7984922, 36254870.36, 1127.64, 64744495895.07
22-Feb-2021, 169.51, $1807.45, 93.731490, 169.41498548, 169.560, $169.49, -0.0414%, 9968027, 35861198.10, 1115.40, 64801231961.70
23-Feb-2021, 169.12, $1799.65, 93.730360, 168.68184976, 169.235, $169.14, -0.0560%, 8542260, 35701856.49, 1110.44, 64234048399.39
24-Feb-2021, 169.00, $1788.00, 93.729180, 167.58776889, 169.003, $168.95, -0.0314%, 8779289, 35570635.64, 1106.36, 63582799511.26
25-Feb-2021, 165.82, $1779.65, 93.728030, 166.80308688, 165.917, $165.84, -0.0466%, 16143479, 35373806.77, 1100.24, 62934804674.81
26-Feb-2021, 161.81, $1742.85, 93.726430, 163.35110828, 162.161, $161.82, -0.2102%, 22521970, 35158235.98, 1093.53, 61256665605.28
01-Mar-2021, 161.53, $1734.15, 93.723190, 162.53007576, 161.499, $161.55, 0.0315%, 13538171, 34867694.10, 1084.50, 60444935191.78
02-Mar-2021, 162.41, $1723.85, 93.721970, 161.56262293, 162.490, $162.40, -0.0557%, 11340577, 34952043.87, 1087.12, 60230545824.29
03-Mar-2021, 160.62, $1711.40, 93.720700, 160.39360940, 160.675, $160.63, -0.0279%, 12926126, 34799654.60, 1082.38, 59554147177.20
04-Mar-2021, 159.04, $1712.10, 93.719680, 160.45745764, 159.244, $159.07, -0.1091%, 13632257, 34668447.05, 1078.30, 59353213570.49
05-Mar-2021, 159.14, $1696.25, 93.718610, 158.97019265, 159.223, $159.12, -0.0648%, 10817510, 34377919.36, 1069.26, 58310266664.61
08-Mar-2021, 157.49, $1687.05, 93.715490, 158.10271604, 157.520, $157.46, -0.0380%, 11788181, 34190488.38, 1063.43, 57675870808.91
09-Mar-2021, 160.84, $1716.90, 93.714610, 160.89861195, 160.781, $160.83, 0.0302%, 10317898, 34143631.07, 1061.98, 58615364331.17
10-Mar-2021, 161.66, $1716.20, 93.713580, 160.83124263, 161.712, $161.70, -0.0075%, 7877856, 34087402.92, 1060.23, 58494322943.58
11-Mar-2021, 161.52, $1724.25, 93.712600, 161.58394967, 161.542, $161.51, -0.0197%, 6379669, 33928091.50, 1055.27, 58493389780.35
12-Mar-2021, 161.49, $1704.80, 93.711440, 159.75926688, 161.554, $161.48, -0.0457%, 8508191, 33825008.92, 1052.07, 57657119419.74
15-Mar-2021, 162.20, $1723.65, 93.708520, 161.52069353, 162.294, $162.21, -0.0516%, 8081278, 33768783.81, 1050.32, 58195905880.41
16-Mar-2021, 162.35, $1735.00, 93.707600, 162.58268002, 162.258, $162.34, 0.0508%, 7540495, 33768783.81, 1050.32, 58578539613.00
17-Mar-2021, 163.51, $1729.65, 93.706520, 162.07948000, 163.527, $163.54, 0.0078%, 12456007, 33703189.24, 1048.28, 58283781005.27
18-Mar-2021, 162.56, $1725.90, 93.705450, 161.72624223, 162.710, $162.57, -0.0861%, 8693370, 33703189.24, 1048.28, 58156756704.31
19-Mar-2021, 163.24, $1735.20, 93.704530, 162.59609454, 163.538, $163.29, -0.1515%, 6644689, 33815634.68, 1051.78, 58664670915.55
22-Mar-2021, 163.00, $1736.15, 93.701460, 162.67978585, 162.942, $162.99, 0.0294%, 4232361, 33815634.68, 1051.78, 58694866736.06
23-Mar-2021, 161.81, $1726.20, 93.700300, 161.74545905, 161.816, $161.81, -0.0035%, 2357662, 33609494.02, 1045.36, 58001921619.58
24-Mar-2021, 162.37, $1730.50, 93.699330, 162.14669610, 162.503, $162.36, -0.0878%, 5745129, 33534534.56, 1043.03, 58016087870.13
25-Mar-2021, 161.78, $1737.30, 93.698400, 162.78223704, 161.803, $161.80, -0.0019%, 8246308, 33534534.56, 1043.03, 58243484413.36
26-Mar-2021, 162.24, $1731.80, 93.697290, 162.26497543, 162.326, $162.26, -0.0406%, 5442984, 33328400.52, 1036.62, 57701425282.79
29-Mar-2021, 160.31, $1705.95, 93.693770, 159.83689133, 160.352, $160.33, -0.0138%, 7989676, 33356508.65, 1037.50, 56885949624.63
30-Mar-2021, 157.57, $1683.95, 93.692350, 157.77322582, 157.698, $157.57, -0.0813%, 8035145, 33356508.65, 1037.50, 56151491698.80
31-Mar-2021, 159.96, $1691.05, 93.691450, 158.43693441, 159.955, $159.98, 0.0158%, 10437028, 33356508.65, 1037.50, 56387704956.00
01-Apr-2021, 161.98, $1726.05, 93.691100, 161.71551564, 162.046, $161.99, -0.0347%, 10437028, 33206602.89, 1032.83, 57295807179.94
02-Apr-2021, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
05-Apr-2021, 161.92, $1726.05, 93.686990, 161.70842683, 161.924, $161.89, -0.0209%, 6053558, 33206602.89, 1032.83, 57293295624.23
